timestamp,app_name,pid,protocol,local_addr,local_port,local_mac,remote_addr,remote_port,remote_mac,domain,service,direction,state,service_type
2024-11-16T13:41:22.931868,TabNine-dee,1099105,tcp,127.0.0.1,49152,N/A,127.0.0.1,55622,N/A,127.0.0.1,PORT-55622,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:22.932920,firefox,6724,tcp,10.105.8.94,57534,0C:37:96:4E:65:74,35.174.127.31,443,N/A,ec2-35-174-127-31.compute-1.amazonaws.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:23.073248,TabNine,1098948,tcp,127.0.0.1,48760,N/A,127.0.0.1,44817,N/A,127.0.0.1,PORT-44817,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:23.073763,warp-terminal,70181,tcp,10.105.8.94,39882,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:23.146572,TabNine,1098948,tcp,10.105.8.94,39308,0C:37:96:4E:65:74,34.123.33.186,443,N/A,186.33.123.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:23.317338,brave,5285,tcp,10.105.8.94,40042,0C:37:96:4E:65:74,142.250.192.234,443,N/A,del11s13-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:23.319479,TabNine-dee,1099105,tcp,127.0.0.1,49152,N/A,127.0.0.1,36360,N/A,127.0.0.1,PORT-36360,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:23.319996,TabNine,1098871,tcp,10.105.8.94,45770,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:23.473531,warp-terminal,70181,tcp,10.145.254.104,49608,N/A,34.96.117.51,443,N/A,51.117.96.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.626306,brave,5285,tcp,10.105.8.94,51310,0C:37:96:4E:65:74,142.250.77.195,443,N/A,del11s08-in-f3.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.628892,Code,1098476,tcp,10.105.8.94,37338,0C:37:96:4E:65:74,13.89.178.26,443,N/A,13.89.178.26,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.745957,brave,5285,tcp,10.105.8.94,56172,0C:37:96:4E:65:74,34.197.157.38,4650,N/A,ec2-34-197-157-38.compute-1.amazonaws.com,PORT-4650,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:24.748508,brave,5285,tcp,10.105.8.94,59970,0C:37:96:4E:65:74,140.82.112.25,443,N/A,lb-140-82-112-25-iad.github.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.750571,warp-terminal,70181,tcp,10.105.8.94,33412,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.752493,brave,5285,tcp,10.105.8.94,55382,0C:37:96:4E:65:74,142.250.207.234,443,N/A,del12s11-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.754512,warp-terminal,70181,tcp,10.105.8.94,41348,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.756521,TabNine,1098948,tcp,127.0.0.1,55622,N/A,127.0.0.1,49152,N/A,127.0.0.1,PORT-49152,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:24.757031,TabNine,1098948,tcp,127.0.0.1,36360,N/A,127.0.0.1,49152,N/A,127.0.0.1,PORT-49152,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:24.757520,brave,5285,tcp,10.105.8.94,43968,0C:37:96:4E:65:74,142.250.77.195,443,N/A,del11s08-in-f3.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.759530,Code,1098476,tcp,10.105.8.94,37330,0C:37:96:4E:65:74,13.89.178.26,443,N/A,13.89.178.26,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.765440,firefox,6724,tcp,10.105.8.94,56336,0C:37:96:4E:65:74,34.107.243.93,443,N/A,93.243.107.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.907433,TabNine-dee,1099105,tcp,10.105.8.94,51634,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.909385,warp-terminal,70181,tcp,10.105.8.94,46916,0C:37:96:4E:65:74,142.250.183.10,443,N/A,bom07s30-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:24.916280,vdb,1099243,tcp,127.0.0.1,44817,N/A,127.0.0.1,48760,N/A,127.0.0.1,PORT-48760,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:24.916815,warp-terminal,70181,tcp,192.168.242.204,44390,N/A,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:25.938285,WD-TabNine,1291046,tcp,10.105.8.94,33232,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:25.941005,brave,5285,tcp,10.105.8.94,60082,0C:37:96:4E:65:74,216.58.203.10,443,N/A,hkg12s09-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:25.942942,brave,5285,tcp,10.105.8.94,42872,0C:37:96:4E:65:74,18.161.111.112,443,N/A,server-18-161-111-112.mrs52.r.cloudfront.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:25.950237,brave,5285,tcp,10.105.8.94,60068,0C:37:96:4E:65:74,216.58.203.10,443,N/A,bom12s04-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:25.952685,warp-terminal,70181,tcp,10.105.8.94,60722,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:25.955128,brave,5285,tcp,10.105.8.94,54558,0C:37:96:4E:65:74,34.120.52.64,443,N/A,64.52.120.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:26.280652,firefox,6724,tcp,10.105.8.94,50418,0C:37:96:4E:65:74,104.16.103.112,443,N/A,104.16.103.112,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:26.287637,firefox,6724,tcp,10.105.8.94,58806,0C:37:96:4E:65:74,104.16.103.112,443,N/A,104.16.103.112,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:26.292924,firefox,6724,tcp,10.105.8.94,50426,0C:37:96:4E:65:74,104.16.103.112,443,N/A,104.16.103.112,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:26.298282,TabNine,1098948,tcp,10.105.8.94,43154,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:26.301209,brave,5285,tcp,10.105.8.94,35684,0C:37:96:4E:65:74,142.250.193.197,443,N/A,del11s17-in-f5.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:26.303439,warp-terminal,70181,tcp,10.105.8.94,41340,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:26.305357,brave,5285,udp,10.105.8.94,40125,0C:37:96:4E:65:74,172.217.166.14,443,N/A,del03s17-in-f14.1e100.net,HTTPS,OUTBOUND,stateless,WEB
2024-11-16T13:41:27.328696,NetworkManager,1197,udp,10.147.214.152,68,F8:89:D2:8D:E7:05,192.168.8.250,67,N/A,192.168.8.250,PORT-67,INBOUND,stateless,OTHER
2024-11-16T13:41:28.358427,NetworkManager,1197,udp,10.105.8.94,68,0C:37:96:4E:65:74,10.105.8.2,67,08:F3:FB:A8:35:86,_gateway,PORT-67,INBOUND,stateless,OTHER
2024-11-16T13:41:32.106864,TabNine-dee,1099105,tcp,127.0.0.1,49152,N/A,127.0.0.1,55622,N/A,127.0.0.1,PORT-55622,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:32.107847,firefox,6724,tcp,10.105.8.94,57534,0C:37:96:4E:65:74,35.174.127.31,443,N/A,ec2-35-174-127-31.compute-1.amazonaws.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:32.110019,TabNine,1098948,tcp,127.0.0.1,48760,N/A,127.0.0.1,44817,N/A,127.0.0.1,PORT-44817,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:32.110357,warp-terminal,70181,tcp,10.105.8.94,39882,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:32.111933,TabNine,1098948,tcp,10.105.8.94,39308,0C:37:96:4E:65:74,34.123.33.186,443,N/A,186.33.123.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:32.113485,brave,5285,tcp,10.105.8.94,40042,0C:37:96:4E:65:74,142.250.192.234,443,N/A,del11s13-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:32.114937,TabNine-dee,1099105,tcp,127.0.0.1,49152,N/A,127.0.0.1,36360,N/A,127.0.0.1,PORT-36360,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:32.115354,TabNine,1098871,tcp,10.105.8.94,45770,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:32.116991,warp-terminal,70181,tcp,10.145.254.104,49608,N/A,34.96.117.51,443,N/A,51.117.96.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.135425,brave,5285,tcp,10.105.8.94,51310,0C:37:96:4E:65:74,142.250.77.195,443,N/A,del11s08-in-f3.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.137819,Code,1098476,tcp,10.105.8.94,37338,0C:37:96:4E:65:74,13.89.178.26,443,N/A,13.89.178.26,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.145791,brave,5285,tcp,10.105.8.94,56172,0C:37:96:4E:65:74,34.197.157.38,4650,N/A,ec2-34-197-157-38.compute-1.amazonaws.com,PORT-4650,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:33.147223,brave,5285,tcp,10.105.8.94,59970,0C:37:96:4E:65:74,140.82.112.25,443,N/A,lb-140-82-112-25-iad.github.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.148420,warp-terminal,70181,tcp,10.105.8.94,33412,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.149434,brave,5285,tcp,10.105.8.94,55382,0C:37:96:4E:65:74,142.250.207.234,443,N/A,del12s11-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.150587,warp-terminal,70181,tcp,10.105.8.94,41348,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.151830,TabNine,1098948,tcp,127.0.0.1,55622,N/A,127.0.0.1,49152,N/A,127.0.0.1,PORT-49152,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:33.152316,TabNine,1098948,tcp,127.0.0.1,36360,N/A,127.0.0.1,49152,N/A,127.0.0.1,PORT-49152,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:33.152661,brave,5285,tcp,10.105.8.94,43968,0C:37:96:4E:65:74,142.250.77.195,443,N/A,del11s08-in-f3.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.154290,Code,1098476,tcp,10.105.8.94,37330,0C:37:96:4E:65:74,13.89.178.26,443,N/A,13.89.178.26,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.159200,firefox,6724,tcp,10.105.8.94,56336,0C:37:96:4E:65:74,34.107.243.93,443,N/A,93.243.107.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.160888,TabNine-dee,1099105,tcp,10.105.8.94,51634,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.161930,warp-terminal,70181,tcp,10.105.8.94,46916,0C:37:96:4E:65:74,142.250.183.10,443,N/A,bom07s30-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:33.163122,vdb,1099243,tcp,127.0.0.1,44817,N/A,127.0.0.1,48760,N/A,127.0.0.1,PORT-48760,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:33.163474,warp-terminal,70181,tcp,192.168.242.204,44390,N/A,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.179407,WD-TabNine,1291046,tcp,10.105.8.94,33232,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.181016,brave,5285,tcp,10.105.8.94,60082,0C:37:96:4E:65:74,216.58.203.10,443,N/A,bom12s04-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.182237,brave,5285,tcp,10.105.8.94,42872,0C:37:96:4E:65:74,18.161.111.112,443,N/A,server-18-161-111-112.mrs52.r.cloudfront.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.183390,brave,5285,tcp,10.105.8.94,60068,0C:37:96:4E:65:74,216.58.203.10,443,N/A,hkg12s09-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.184700,warp-terminal,70181,tcp,10.105.8.94,60722,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.186021,brave,5285,tcp,10.105.8.94,54558,0C:37:96:4E:65:74,34.120.52.64,443,N/A,64.52.120.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.187358,firefox,6724,tcp,10.105.8.94,50418,0C:37:96:4E:65:74,104.16.103.112,443,N/A,104.16.103.112,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.192218,firefox,6724,tcp,10.105.8.94,58806,0C:37:96:4E:65:74,104.16.103.112,443,N/A,104.16.103.112,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.197000,firefox,6724,tcp,10.105.8.94,50426,0C:37:96:4E:65:74,104.16.103.112,443,N/A,104.16.103.112,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.203072,TabNine,1098948,tcp,10.105.8.94,43154,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.205167,brave,5285,tcp,10.105.8.94,35684,0C:37:96:4E:65:74,142.250.193.197,443,N/A,del11s17-in-f5.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.206682,warp-terminal,70181,tcp,10.105.8.94,41340,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:34.208141,brave,5285,udp,10.105.8.94,60968,0C:37:96:4E:65:74,142.250.70.42,443,N/A,pnbomb-aa-in-f10.1e100.net,HTTPS,OUTBOUND,stateless,WEB
2024-11-16T13:41:34.315675,brave,5285,udp,10.105.8.94,40125,0C:37:96:4E:65:74,172.217.166.14,443,N/A,del03s17-in-f14.1e100.net,HTTPS,OUTBOUND,stateless,WEB
2024-11-16T13:41:35.332391,NetworkManager,1197,udp,10.147.214.152,68,F8:89:D2:8D:E7:05,192.168.8.250,67,N/A,192.168.8.250,PORT-67,INBOUND,stateless,OTHER
2024-11-16T13:41:36.354461,NetworkManager,1197,udp,10.105.8.94,68,0C:37:96:4E:65:74,10.105.8.2,67,08:F3:FB:A8:35:86,_gateway,PORT-67,INBOUND,stateless,OTHER
2024-11-16T13:41:37.510793,TabNine-dee,1099105,tcp,127.0.0.1,49152,N/A,127.0.0.1,55622,N/A,127.0.0.1,PORT-55622,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:37.511797,firefox,6724,tcp,10.105.8.94,57534,0C:37:96:4E:65:74,35.174.127.31,443,N/A,ec2-35-174-127-31.compute-1.amazonaws.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:37.513646,TabNine,1098948,tcp,127.0.0.1,48760,N/A,127.0.0.1,44817,N/A,127.0.0.1,PORT-44817,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:37.513903,warp-terminal,70181,tcp,10.105.8.94,39882,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:37.515013,TabNine,1098948,tcp,10.105.8.94,39308,0C:37:96:4E:65:74,34.123.33.186,443,N/A,186.33.123.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:37.516030,brave,5285,tcp,10.105.8.94,40042,0C:37:96:4E:65:74,142.250.192.234,443,N/A,del11s13-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:37.517004,TabNine-dee,1099105,tcp,127.0.0.1,49152,N/A,127.0.0.1,36360,N/A,127.0.0.1,PORT-36360,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:37.517257,TabNine,1098871,tcp,10.105.8.94,45770,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:37.518294,warp-terminal,70181,tcp,10.145.254.104,49608,N/A,34.96.117.51,443,N/A,51.117.96.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.536745,brave,5285,tcp,10.105.8.94,51310,0C:37:96:4E:65:74,142.250.77.195,443,N/A,del11s08-in-f3.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.538435,Code,1098476,tcp,10.105.8.94,37338,0C:37:96:4E:65:74,13.89.178.26,443,N/A,13.89.178.26,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.544810,brave,5285,tcp,10.105.8.94,56172,0C:37:96:4E:65:74,34.197.157.38,4650,N/A,ec2-34-197-157-38.compute-1.amazonaws.com,PORT-4650,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:38.545944,brave,5285,tcp,10.105.8.94,59970,0C:37:96:4E:65:74,140.82.112.25,443,N/A,lb-140-82-112-25-iad.github.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.547085,warp-terminal,70181,tcp,10.105.8.94,33412,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.548249,brave,5285,tcp,10.105.8.94,55382,0C:37:96:4E:65:74,142.250.207.234,443,N/A,del12s11-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.549274,warp-terminal,70181,tcp,10.105.8.94,41348,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.550295,TabNine,1098948,tcp,127.0.0.1,55622,N/A,127.0.0.1,49152,N/A,127.0.0.1,PORT-49152,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:38.550598,TabNine,1098948,tcp,127.0.0.1,36360,N/A,127.0.0.1,49152,N/A,127.0.0.1,PORT-49152,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:38.550851,brave,5285,tcp,10.105.8.94,43968,0C:37:96:4E:65:74,142.250.77.195,443,N/A,del11s08-in-f3.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.551984,Code,1098476,tcp,10.105.8.94,37330,0C:37:96:4E:65:74,13.89.178.26,443,N/A,13.89.178.26,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.557322,firefox,6724,tcp,10.105.8.94,56336,0C:37:96:4E:65:74,34.107.243.93,443,N/A,93.243.107.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.558425,TabNine-dee,1099105,tcp,10.105.8.94,51634,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.559524,warp-terminal,70181,tcp,10.105.8.94,46916,0C:37:96:4E:65:74,142.250.183.10,443,N/A,bom07s30-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:38.560572,vdb,1099243,tcp,127.0.0.1,44817,N/A,127.0.0.1,48760,N/A,127.0.0.1,PORT-48760,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:38.560815,warp-terminal,70181,tcp,192.168.242.204,44390,N/A,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.577957,WD-TabNine,1291046,tcp,10.105.8.94,33232,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.580718,brave,5285,tcp,10.105.8.94,60082,0C:37:96:4E:65:74,216.58.203.10,443,N/A,hkg12s09-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.581818,brave,5285,tcp,10.105.8.94,42872,0C:37:96:4E:65:74,18.161.111.112,443,N/A,server-18-161-111-112.mrs52.r.cloudfront.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.583157,brave,5285,tcp,10.105.8.94,60068,0C:37:96:4E:65:74,216.58.203.10,443,N/A,bom12s04-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.584212,warp-terminal,70181,tcp,10.105.8.94,60722,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.585414,brave,5285,tcp,10.105.8.94,54558,0C:37:96:4E:65:74,34.120.52.64,443,N/A,64.52.120.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.586541,firefox,6724,tcp,10.105.8.94,50418,0C:37:96:4E:65:74,104.16.103.112,443,N/A,104.16.103.112,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.591016,firefox,6724,tcp,10.105.8.94,58806,0C:37:96:4E:65:74,104.16.103.112,443,N/A,104.16.103.112,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.598552,firefox,6724,tcp,10.105.8.94,50426,0C:37:96:4E:65:74,104.16.103.112,443,N/A,104.16.103.112,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.601936,TabNine,1098948,tcp,10.105.8.94,43154,0C:37:96:4E:65:74,34.170.65.59,443,N/A,59.65.170.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.603637,brave,5285,tcp,10.105.8.94,35684,0C:37:96:4E:65:74,142.250.193.197,443,N/A,del11s17-in-f5.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.605077,warp-terminal,70181,tcp,10.105.8.94,41340,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:39.606515,brave,5285,udp,10.105.8.94,60968,0C:37:96:4E:65:74,142.250.70.42,443,N/A,pnbomb-aa-in-f10.1e100.net,HTTPS,OUTBOUND,stateless,WEB
2024-11-16T13:41:39.607738,brave,5285,udp,10.105.8.94,40125,0C:37:96:4E:65:74,172.217.166.14,443,N/A,del03s17-in-f14.1e100.net,HTTPS,OUTBOUND,stateless,WEB
2024-11-16T13:41:40.625780,NetworkManager,1197,udp,10.147.214.152,68,F8:89:D2:8D:E7:05,192.168.8.250,67,N/A,192.168.8.250,PORT-67,INBOUND,stateless,OTHER
2024-11-16T13:41:41.645766,NetworkManager,1197,udp,10.105.8.94,68,0C:37:96:4E:65:74,10.105.8.2,67,08:F3:FB:A8:35:86,_gateway,PORT-67,INBOUND,stateless,OTHER
2024-11-16T13:41:42.802804,TabNine-dee,1099105,tcp,127.0.0.1,49152,N/A,127.0.0.1,55622,N/A,127.0.0.1,PORT-55622,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:42.803689,firefox,6724,tcp,10.105.8.94,57534,0C:37:96:4E:65:74,35.174.127.31,443,N/A,ec2-35-174-127-31.compute-1.amazonaws.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:42.805974,TabNine,1098948,tcp,127.0.0.1,48760,N/A,127.0.0.1,44817,N/A,127.0.0.1,PORT-44817,INBOUND,ESTABLISHED,OTHER
2024-11-16T13:41:42.806432,warp-terminal,70181,tcp,10.105.8.94,39882,0C:37:96:4E:65:74,34.117.41.85,443,N/A,85.41.117.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:42.808105,TabNine,1098948,tcp,10.105.8.94,39308,0C:37:96:4E:65:74,34.123.33.186,443,N/A,186.33.123.34.bc.googleusercontent.com,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:42.809866,brave,5285,tcp,10.105.8.94,40042,0C:37:96:4E:65:74,142.250.192.234,443,N/A,del11s13-in-f10.1e100.net,HTTPS,OUTBOUND,ESTABLISHED,WEB
2024-11-16T13:41:42.811592,TabNine-dee,1099105,tcp,127.0.0.1,49152,N/A,127.0.0.1,36360,N/A,127.0.0.1,PORT-36360,INBOUND,ESTABLISHED,OTHER
